"rcrd_date","car_no","rcrd_time","lo_lgt","lo_ltt","lo_drc"
"2020-12-07",闽F02103D,"2020-12-07 11:12:26:742","117.032477","25.097895","134.990005"
"2020-12-07",闽F02103D,"2020-12-07 11:12:28:006","117.032628","25.097780","122.940002"
"2020-12-07",闽F02103D,"2020-12-07 11:12:30:911","117.032768","25.097710","123.370003"
"2020-12-07",闽F02103D,"2020-12-07 11:12:33:836","117.032940","25.097617","117.639999"
"2020-12-07",闽F02103D,"2020-12-07 11:12:36:823","117.033137","25.097510","116.699997"
"2020-12-07",闽F02103D,"2020-12-07 11:12:38:825","117.033277","25.097445","123.120003"
"2020-12-07",闽F02103D,"2020-12-07 11:12:40:940","117.033410","25.097357","128.720001"
"2020-12-07",闽F02103D,"2020-12-07 11:12:42:831","117.033563","25.097217","131.160004"
"2020-12-07",闽F02103D,"2020-12-07 11:12:44:732","117.033702","25.097050","133.449997"
"2020-12-07",闽F02103D,"2020-12-07 11:12:46:835","117.033852","25.096917","134.479996"
"2020-12-07",闽F02103D,"2020-12-07 11:12:48:914","117.033980","25.096767","132.470001"
"2020-12-07",闽F02103D,"2020-12-07 11:12:50:786","117.034117","25.096637","131.250000"
"2020-12-07",闽F02103D,"2020-12-07 11:12:52:876","117.034242","25.096537","131.850006"
"2020-12-07",闽F02103D,"2020-12-07 11:12:54:950","117.034363","25.096450","131.990005"
"2020-12-07",闽F02103D,"2020-12-07 11:12:57:895","117.034497","25.096348","133.889999"
"2020-12-07",闽F02103D,"2020-12-07 11:14:00:911","117.034615","25.096253","141.020004"
"2020-12-07",闽F02103D,"2020-12-07 11:14:17:080","117.034728","25.096142","134.309998"
"2020-12-07",闽F02103D,"2020-12-07 11:14:20:008","117.034847","25.096010","147.809998"
"2020-12-07",闽F02103D,"2020-12-07 11:14:22:961","117.034953","25.095833","155.369995"
"2020-12-07",闽F02103D,"2020-12-07 11:14:26:122","117.035032","25.095665","165.179993"
"2020-12-07",闽F02103D,"2020-12-07 11:14:28:859","117.035085","25.095492","171.160004"
"2020-12-07",闽F02103D,"2020-12-07 11:14:31:152","117.035107","25.095355","173.080002"
"2020-12-07",闽F02103D,"2020-12-07 11:14:32:839","117.035132","25.095200","171.789993"
"2020-12-07",闽F02103D,"2020-12-07 11:14:35:127","117.035150","25.095038","173.729996"
"2020-12-07",闽F02103D,"2020-12-07 11:14:36:996","117.035170","25.094875","173.809998"
"2020-12-07",闽F02103D,"2020-12-07 11:14:39:112","117.035185","25.094702","175.029999"
"2020-12-07",闽F02103D,"2020-12-07 11:14:40:983","117.035202","25.094525","172.759995"
"2020-12-07",闽F02103D,"2020-12-07 11:14:43:095","117.035205","25.094353","178.169998"
"2020-12-07",闽F02103D,"2020-12-07 11:14:44:977","117.035225","25.094173","174.190002"
"2020-12-07",闽F02103D,"2020-12-07 11:14:46:647","117.035250","25.093998","172.500000"
"2020-12-07",闽F02103D,"2020-12-07 11:14:48:520","117.035275","25.093827","173.500000"
"2020-12-07",闽F02103D,"2020-12-07 11:14:50:399","117.035292","25.093662","173.080002"
"2020-12-07",闽F02103D,"2020-12-07 11:14:52:533","117.035323","25.093493","172.539993"
"2020-12-07",闽F02103D,"2020-12-07 11:14:54:606","117.035350","25.093315","172.880005"
"2020-12-07",闽F02103D,"2020-12-07 11:14:56:491","117.035380","25.093150","169.970001"
"2020-12-07",闽F02103D,"2020-12-07 11:14:59:023","117.035400","25.093005","173.500000"
"2020-12-07",闽F02103D,"2020-12-07 11:15:00:963","117.035425","25.092867","175.000000"
"2020-12-07",闽F02103D,"2020-12-07 11:15:02:436","117.035452","25.092730","177.179993"
"2020-12-07",闽F02103D,"2020-12-07 11:15:06:192","117.035505","25.092552","177.610001"
"2020-12-07",闽F02103D,"2020-12-07 11:15:09:112","117.035562","25.092373","166.210007"
"2020-12-07",闽F02103D,"2020-12-07 11:15:10:986","117.035610","25.092230","168.089996"
"2020-12-07",闽F02103D,"2020-12-07 11:15:13:067","117.035642","25.092073","170.589996"
"2020-12-07",闽F02103D,"2020-12-07 11:15:15:151","117.035675","25.091917","170.850006"
"2020-12-07",闽F02103D,"2020-12-07 11:15:17:301","117.035733","25.091735","172.860001"
"2020-12-07",闽F02103D,"2020-12-07 11:15:19:184","117.035763","25.091552","170.940002"
"2020-12-07",闽F02103D,"2020-12-07 11:15:20:633","117.035810","25.091370","167.889999"
"2020-12-07",闽F02103D,"2020-12-07 11:15:22:503","117.035852","25.091183","168.050003"
"2020-12-07",闽F02103D,"2020-12-07 11:15:24:582","117.035887","25.091005","170.229996"
"2020-12-07",闽F02103D,"2020-12-07 11:15:27:085","117.035917","25.090842","171.630005"
"2020-12-07",闽F02103D,"2020-12-07 11:15:28:536","117.035953","25.090695","168.449997"
"2020-12-07",闽F02103D,"2020-12-07 11:15:31:034","117.035978","25.090558","170.210007"
"2020-12-07",闽F02103D,"2020-12-07 11:15:32:699","117.035997","25.090423","172.639999"
"2020-12-07",闽F02103D,"2020-12-07 11:15:35:663","117.036023","25.090268","172.449997"
"2020-12-07",闽F02103D,"2020-12-07 11:15:40:042","117.036032","25.090122","180.389999"
"2020-12-07",闽F02103D,"2020-12-07 11:15:41:723","117.036022","25.090027","203.449997"
"2020-12-07",闽F02103D,"2020-12-07 11:15:42:560","117.035983","25.089980","218.309998"
"2020-12-07",闽F02103D,"2020-12-07 11:15:44:651","117.035882","25.089897","235.029999"
"2020-12-07",闽F02103D,"2020-12-07 11:15:46:528","117.035712","25.089848","251.320007"
"2020-12-07",闽F02103D,"2020-12-07 11:15:48:612","117.035527","25.089798","251.240005"
"2020-12-07",闽F02103D,"2020-12-07 11:15:50:715","117.035332","25.089748","251.009995"
"2020-12-07",闽F02103D,"2020-12-07 11:15:52:641","117.035170","25.089692","246.559998"
"2020-12-07",闽F02103D,"2020-12-07 11:15:55:571","117.035015","25.089622","241.059998"
"2020-12-07",闽F02103D,"2020-12-07 11:15:59:766","117.034877","25.089533","230.399994"
"2020-12-07",闽F02103D,"2020-12-07 11:16:02:677","117.034738","25.089423","230.539993"
"2020-12-07",闽F02103D,"2020-12-07 11:16:04:552","117.034620","25.089328","225.789993"
"2020-12-07",闽F02103D,"2020-12-07 11:16:06:853","117.034493","25.089213","225.880005"
"2020-12-07",闽F02103D,"2020-12-07 11:16:08:743","117.034358","25.089082","222.720001"
"2020-12-07",闽F02103D,"2020-12-07 11:16:10:634","117.034217","25.088945","224.570007"
"2020-12-07",闽F02103D,"2020-12-07 11:16:12:760","117.034087","25.088818","225.529999"
"2020-12-07",闽F02103D,"2020-12-07 11:16:14:648","117.033968","25.088712","225.149994"
"2020-12-07",闽F02103D,"2020-12-07 11:16:16:742","117.033845","25.088600","227.009995"
"2020-12-07",闽F02103D,"2020-12-07 11:16:18:627","117.033700","25.088483","230.139999"
"2020-12-07",闽F02103D,"2020-12-07 11:16:20:724","117.033547","25.088363","229.130005"
"2020-12-07",闽F02103D,"2020-12-07 11:16:22:595","117.033388","25.088252","233.919998"
"2020-12-07",闽F02103D,"2020-12-07 11:16:24:682","117.033225","25.088158","239.589996"
"2020-12-07",闽F02103D,"2020-12-07 11:16:26:814","117.033052","25.088078","245.490005"
"2020-12-07",闽F02103D,"2020-12-07 11:16:28:684","117.032868","25.088007","248.649994"
"2020-12-07",闽F02103D,"2020-12-07 11:16:30:786","117.032698","25.087947","250.369995"
"2020-12-07",闽F02103D,"2020-12-07 11:16:32:680","117.032540","25.087890","250.320007"
"2020-12-07",闽F02103D,"2020-12-07 11:16:35:793","117.032350","25.087845","257.380005"
"2020-12-07",闽F02103D,"2020-12-07 11:16:38:708","117.032138","25.087813","258.700012"
"2020-12-07",闽F02103D,"2020-12-07 11:16:40:599","117.031952","25.087775","257.000000"
"2020-12-07",闽F02103D,"2020-12-07 11:16:42:672","117.031773","25.087710","250.210007"
"2020-12-07",闽F02103D,"2020-12-07 11:16:44:806","117.031582","25.087637","253.199997"
"2020-12-07",闽F02103D,"2020-12-07 11:16:46:673","117.031407","25.087577","250.669998"
"2020-12-07",闽F02103D,"2020-12-07 11:16:48:761","117.031242","25.087525","254.199997"
"2020-12-07",闽F02103D,"2020-12-07 11:16:50:640","117.031082","25.087480","254.990005"
"2020-12-07",闽F02103D,"2020-12-07 11:16:52:734","117.030925","25.087412","248.300003"
"2020-12-07",闽F02103D,"2020-12-07 11:16:55:843","117.030772","25.087338","248.720001"
"2020-12-07",闽F02103D,"2020-12-07 11:16:59:840","117.030600","25.087273","252.039993"
"2020-12-07",闽F02103D,"2020-12-07 11:17:03:657","117.030420","25.087237","253.059998"
"2020-12-07",闽F02103D,"2020-12-07 11:17:07:642","117.030235","25.087203","255.289993"
"2020-12-07",闽F02103D,"2020-12-07 11:17:11:848","117.030048","25.087170","258.070007"
"2020-12-07",闽F02103D,"2020-12-07 11:17:16:884","117.029890","25.087110","251.949997"
"2020-12-07",闽F02103D,"2020-12-07 11:17:17:718","117.029847","25.087070","241.509995"
"2020-12-07",闽F02103D,"2020-12-07 11:17:20:873","117.029673","25.086972","239.830002"
"2020-12-07",闽F02103D,"2020-12-07 11:17:22:751","117.029517","25.086875","238.539993"
"2020-12-07",闽F02103D,"2020-12-07 11:17:24:881","117.029362","25.086792","242.880005"
"2020-12-07",闽F02103D,"2020-12-07 11:17:26:786","117.029230","25.086728","242.199997"
"2020-12-07",闽F02103D,"2020-12-07 11:17:29:923","117.029050","25.086628","238.029999"
"2020-12-07",闽F02103D,"2020-12-07 11:17:31:806","117.028905","25.086547","234.440002"
"2020-12-07",闽F02103D,"2020-12-07 11:17:33:693","117.028777","25.086463","235.779999"
"2020-12-07",闽F02103D,"2020-12-07 11:17:35:815","117.028653","25.086373","234.320007"
"2020-12-07",闽F02103D,"2020-12-07 11:17:37:904","117.028530","25.086287","232.899994"
"2020-12-07",闽F02103D,"2020-12-07 11:17:40:823","117.028370","25.086192","241.839996"
"2020-12-07",闽F02103D,"2020-12-07 11:17:43:781","117.028233","25.086128","245.729996"
"2020-12-07",闽F02103D,"2020-12-07 11:17:46:890","117.028152","25.086067","232.550003"
"2020-12-07",闽F02103D,"2020-12-07 11:17:50:880","117.028035","25.085978","228.669998"
"2020-12-07",闽F02103D,"2020-12-07 11:17:53:828","117.027887","25.085880","232.710007"
"2020-12-07",闽F02103D,"2020-12-07 11:17:55:692","117.027737","25.085782","233.740005"
"2020-12-07",闽F02103D,"2020-12-07 11:17:57:992","117.027595","25.085675","233.619995"
"2020-12-07",闽F02103D,"2020-12-07 11:17:59:862","117.027467","25.085575","232.460007"
"2020-12-07",闽F02103D,"2020-12-07 11:18:01:943","117.027345","25.085490","233.270004"
"2020-12-07",闽F02103D,"2020-12-07 11:18:03:837","117.027218","25.085405","234.320007"
"2020-12-07",闽F02103D,"2020-12-07 11:18:06:964","117.027060","25.085298","239.339996"
"2020-12-07",闽F02103D,"2020-12-07 11:18:09:899","117.026918","25.085193","235.470001"
"2020-12-07",闽F02103D,"2020-12-07 11:18:12:939","117.026792","25.085112","236.500000"
"2020-12-07",闽F02103D,"2020-12-07 11:19:04:973","117.026752","25.085098","225.789993"
"2020-12-07",闽F02103D,"2020-12-07 11:19:10:897","117.026535","25.084915","237.179993"
"2020-12-07",闽F02103D,"2020-12-07 11:19:14:033","117.026377","25.084823","237.470001"
"2020-12-07",闽F02103D,"2020-12-07 11:19:16:976","117.026220","25.084720","232.779999"
"2020-12-07",闽F02103D,"2020-12-07 11:19:19:923","117.026073","25.084603","228.899994"
"2020-12-07",闽F02103D,"2020-12-07 11:19:23:112","117.025938","25.084503","228.690002"
"2020-12-07",闽F02103D,"2020-12-07 11:19:26:051","117.025815","25.084397","224.630005"
"2020-12-07",闽F02103D,"2020-12-07 11:19:28:965","117.025685","25.084270","222.800003"
"2020-12-07",闽F02103D,"2020-12-07 11:19:31:052","117.025582","25.084168","224.020004"
"2020-12-07",闽F02103D,"2020-12-07 11:19:32:984","117.025443","25.084078","230.250000"
"2020-12-07",闽F02103D,"2020-12-07 11:19:34:905","117.025328","25.083980","227.289993"
"2020-12-07",闽F02103D,"2020-12-07 11:19:51:713","117.025202","25.083790","224.279999"
"2020-12-07",闽F02103D,"2020-12-07 11:19:54:437","117.025077","25.083693","230.660004"
"2020-12-07",闽F02103D,"2020-12-07 11:19:56:516","117.024957","25.083600","228.559998"
"2020-12-07",闽F02103D,"2020-12-07 11:19:58:639","117.024837","25.083492","225.000000"
"2020-12-07",闽F02103D,"2020-12-07 11:20:00:562","117.024728","25.083378","221.369995"
"2020-12-07",闽F02103D,"2020-12-07 11:20:02:433","117.024610","25.083255","218.600006"
"2020-12-07",闽F02103D,"2020-12-07 11:20:04:522","117.024470","25.083132","223.059998"
"2020-12-07",闽F02103D,"2020-12-07 11:20:06:613","117.024340","25.083018","221.320007"
"2020-12-07",闽F02103D,"2020-12-07 11:20:08:484","117.024217","25.082893","220.600006"
"2020-12-07",闽F02103D,"2020-12-07 11:20:10:552","117.024083","25.082760","220.929993"
"2020-12-07",闽F02103D,"2020-12-07 11:20:12:430","117.023955","25.082635","224.429993"
"2020-12-07",闽F02103D,"2020-12-07 11:20:14:733","117.023840","25.082515","218.220001"
"2020-12-07",闽F02103D,"2020-12-07 11:20:16:646","117.023733","25.082387","216.970001"
"2020-12-07",闽F02103D,"2020-12-07 11:20:18:529","117.023608","25.082243","221.649994"
"2020-12-07",闽F02103D,"2020-12-07 11:20:20:442","117.023458","25.082098","222.020004"
"2020-12-07",闽F02103D,"2020-12-07 11:20:22:755","117.023320","25.081980","222.429993"
"2020-12-07",闽F02103D,"2020-12-07 11:20:24:632","117.023215","25.081862","223.429993"
"2020-12-07",闽F02103D,"2020-12-07 11:20:26:723","117.023110","25.081740","225.949997"
"2020-12-07",闽F02103D,"2020-12-07 11:20:28:613","117.023002","25.081645","227.179993"
"2020-12-07",闽F02103D,"2020-12-07 11:20:31:526","117.022828","25.081528","241.130005"
"2020-12-07",闽F02103D,"2020-12-07 11:20:33:626","117.022677","25.081465","247.779999"
"2020-12-07",闽F02103D,"2020-12-07 11:20:35:548","117.022505","25.081413","253.809998"
"2020-12-07",闽F02103D,"2020-12-07 11:20:37:823","117.022305","25.081367","255.419998"
"2020-12-07",闽F02103D,"2020-12-07 11:20:39:731","117.022100","25.081325","255.369995"
"2020-12-07",闽F02103D,"2020-12-07 11:20:41:607","117.021908","25.081287","257.269989"
"2020-12-07",闽F02103D,"2020-12-07 11:20:43:684","117.021715","25.081253","259.239990"
"2020-12-07",闽F02103D,"2020-12-07 11:20:45:546","117.021533","25.081240","260.429993"
"2020-12-07",闽F02103D,"2020-12-07 11:20:47:632","117.021367","25.081225","261.000000"
"2020-12-07",闽F02103D,"2020-12-07 11:20:49:520","117.021217","25.081213","261.000000"
"2020-12-07",闽F02103D,"2020-12-07 11:20:52:660","117.021043","25.081188","256.440002"
"2020-12-07",闽F02103D,"2020-12-07 11:20:55:591","117.020820","25.081127","256.880005"
"2020-12-07",闽F02103D,"2020-12-07 11:20:57:681","117.020623","25.081073","255.740005"
"2020-12-07",闽F02103D,"2020-12-07 11:20:59:549","117.020410","25.081020","253.889999"
"2020-12-07",闽F02103D,"2020-12-07 11:21:01:636","117.020257","25.080975","251.860001"
"2020-12-07",闽F02103D,"2020-12-07 11:21:04:572","117.020075","25.080922","250.139999"
"2020-12-07",闽F02103D,"2020-12-07 11:21:07:702","117.019890","25.080887","259.149994"
"2020-12-07",闽F02103D,"2020-12-07 11:21:10:682","117.019677","25.080845","257.630005"
"2020-12-07",闽F02103D,"2020-12-07 11:21:12:776","117.019518","25.080798","256.390015"
"2020-12-07",闽F02103D,"2020-12-07 11:21:14:641","117.019347","25.080752","256.279999"
"2020-12-07",闽F02103D,"2020-12-07 11:21:16:516","117.019172","25.080717","257.290009"
"2020-12-07",闽F02103D,"2020-12-07 11:21:18:607","117.018997","25.080682","258.239990"
"2020-12-07",闽F02103D,"2020-12-07 11:21:20:900","117.018820","25.080648","259.230011"
"2020-12-07",闽F02103D,"2020-12-07 11:21:22:785","117.018643","25.080617","259.880005"
"2020-12-07",闽F02103D,"2020-12-07 11:21:24:686","117.018478","25.080588","260.019989"
"2020-12-07",闽F02103D,"2020-12-07 11:21:26:817","117.018327","25.080570","260.059998"
"2020-12-07",闽F02103D,"2020-12-07 11:21:29:780","117.018113","25.080528","259.890015"
"2020-12-07",闽F02103D,"2020-12-07 11:21:31:651","117.017955","25.080493","259.179993"
"2020-12-07",闽F02103D,"2020-12-07 11:21:33:544","117.017808","25.080460","259.649994"
"2020-12-07",闽F02103D,"2020-12-07 11:21:36:654","117.017595","25.080438","267.380005"
"2020-12-07",闽F02103D,"2020-12-07 11:21:39:793","117.017432","25.080447","258.880005"
"2020-12-07",闽F02103D,"2020-12-07 11:21:44:622","117.017245","25.080373","252.899994"
"2020-12-07",闽F02103D,"2020-12-07 11:21:47:744","117.017052","25.080303","250.630005"
"2020-12-07",闽F02103D,"2020-12-07 11:21:50:671","117.016840","25.080252","255.649994"
"2020-12-07",闽F02103D,"2020-12-07 11:21:52:750","117.016690","25.080210","254.169998"
"2020-12-07",闽F02103D,"2020-12-07 11:21:55:661","117.016488","25.080150","248.080002"
"2020-12-07",闽F02103D,"2020-12-07 11:21:58:781","117.016330","25.080068","247.830002"
"2020-12-07",闽F02103D,"2020-12-07 11:22:01:733","117.016163","25.080022","256.679993"
"2020-12-07",闽F02103D,"2020-12-07 11:22:04:657","117.016008","25.079957","255.979996"
"2020-12-07",闽F02103D,"2020-12-07 11:22:15:770","117.015695","25.079922","264.779999"
"2020-12-07",闽F02103D,"2020-12-07 14:06:24:150","117.015170","25.036888","36.049999"
"2020-12-07",闽F02103D,"2020-12-07 14:06:27:297","117.015202","25.036963","22.110001"
"2020-12-07",闽F02103D,"2020-12-07 14:06:32:113","117.015257","25.037118","19.170000"
"2020-12-07",闽F02103D,"2020-12-07 14:06:36:101","117.015318","25.037282","24.799999"
"2020-12-07",闽F02103D,"2020-12-07 14:06:39:268","117.015390","25.037425","22.260000"
"2020-12-07",闽F02103D,"2020-12-07 14:06:41:973","117.015473","25.037605","18.790001"
"2020-12-07",闽F02103D,"2020-12-07 14:06:44:292","117.015522","25.037745","15.900000"
"2020-12-07",闽F02103D,"2020-12-07 14:06:46:202","117.015568","25.037895","11.600000"
"2020-12-07",闽F02103D,"2020-12-07 14:06:48:292","117.015573","25.038050","7.010000"
"2020-12-07",闽F02103D,"2020-12-07 14:06:50:175","117.015572","25.038195","5.770000"
"2020-12-07",闽F02103D,"2020-12-07 14:06:52:055","117.015593","25.038343","6.900000"
"2020-12-07",闽F02103D,"2020-12-07 14:06:54:150","117.015608","25.038497","1.900000"
"2020-12-07",闽F02103D,"2020-12-07 14:06:56:265","117.015622","25.038655","358.839996"
"2020-12-07",闽F02103D,"2020-12-07 14:06:58:132","117.015628","25.038802","355.769989"
"2020-12-07",闽F02103D,"2020-12-07 14:07:00:227","117.015618","25.038985","355.160004"
"2020-12-07",闽F02103D,"2020-12-07 14:07:02:135","117.015595","25.039188","355.010010"
"2020-12-07",闽F02103D,"2020-12-07 14:07:04:263","117.015580","25.039402","355.070007"
"2020-12-07",闽F02103D,"2020-12-07 14:07:06:145","117.015558","25.039598","355.890015"
"2020-12-07",闽F02103D,"2020-12-07 14:07:08:227","117.015523","25.039785","351.489990"
"2020-12-07",闽F02103D,"2020-12-07 14:07:10:145","117.015483","25.039963","354.290009"
"2020-12-07",闽F02103D,"2020-12-07 14:07:12:066","117.015468","25.040105","358.850006"
"2020-12-07",闽F02103D,"2020-12-07 14:07:28:230","117.015408","25.040322","349.989990"
"2020-12-07",闽F02103D,"2020-12-07 14:07:31:159","117.015382","25.040497","354.350006"
"2020-12-07",闽F02103D,"2020-12-07 14:07:33:270","117.015370","25.040645","352.750000"
"2020-12-07",闽F02103D,"2020-12-07 14:07:35:200","117.015365","25.040812","352.809998"
"2020-12-07",闽F02103D,"2020-12-07 14:07:37:342","117.015330","25.040977","355.700012"
"2020-12-07",闽F02103D,"2020-12-07 14:07:39:308","117.015328","25.041177","355.200012"
"2020-12-07",闽F02103D,"2020-12-07 14:07:41:234","117.015327","25.041373","357.119995"
"2020-12-07",闽F02103D,"2020-12-07 14:07:43:175","117.015320","25.041568","357.700012"
"2020-12-07",闽F02103D,"2020-12-07 14:07:45:317","117.015313","25.041780","358.619995"
"2020-12-07",闽F02103D,"2020-12-07 14:07:47:303","117.015322","25.042012","1.660000"
"2020-12-07",闽F02103D,"2020-12-07 14:07:49:187","117.015360","25.042245","1.980000"
"2020-12-07",闽F02103D,"2020-12-07 14:07:51:305","117.015372","25.042467","3.860000"
"2020-12-07",闽F02103D,"2020-12-07 14:07:53:230","117.015383","25.042690","5.870000"
"2020-12-07",闽F02103D,"2020-12-07 14:07:55:396","117.015400","25.042900","7.470000"
"2020-12-07",闽F02103D,"2020-12-07 14:07:57:389","117.015445","25.043102","7.670000"
"2020-12-07",闽F02103D,"2020-12-07 14:07:59:282","117.015477","25.043267","9.410000"
"2020-12-07",闽F02103D,"2020-12-07 14:08:01:402","117.015493","25.043418","10.900000"
"2020-12-07",闽F02103D,"2020-12-07 14:08:03:305","117.015517","25.043553","8.880000"
"2020-12-07",闽F02103D,"2020-12-07 14:08:05:406","117.015545","25.043712","11.460000"
"2020-12-07",闽F02103D,"2020-12-07 14:08:07:302","117.015590","25.043897","12.840000"
"2020-12-07",闽F02103D,"2020-12-07 14:08:09:392","117.015648","25.044105","16.160000"
"2020-12-07",闽F02103D,"2020-12-07 14:08:11:266","117.015713","25.044318","13.780000"
"2020-12-07",闽F02103D,"2020-12-07 14:08:13:395","117.015785","25.044533","13.190000"
"2020-12-07",闽F02103D,"2020-12-07 14:08:15:272","117.015862","25.044748","15.920000"
"2020-12-07",闽F02103D,"2020-12-07 14:08:17:150","117.015948","25.044963","17.969999"
"2020-12-07",闽F02103D,"2020-12-07 14:08:19:444","117.016030","25.045155","16.730000"
"2020-12-07",闽F02103D,"2020-12-07 14:08:21:314","117.016088","25.045337","16.500000"
"2020-12-07",闽F02103D,"2020-12-07 14:08:23:397","117.016143","25.045498","19.820000"
"2020-12-07",闽F02103D,"2020-12-07 14:08:25:301","117.016217","25.045627","25.740000"
"2020-12-07",闽F02103D,"2020-12-07 14:08:28:430","117.016320","25.045782","33.230000"
"2020-12-07",闽F02103D,"2020-12-07 14:08:31:376","117.016320","25.045782","23.010000"
"2020-12-07",闽F02103D,"2020-12-07 14:08:44:322","117.016405","25.045947","29.730000"
"2020-12-07",闽F02103D,"2020-12-07 14:08:47:460","117.016490","25.046065","29.120001"
"2020-12-07",闽F02103D,"2020-12-07 14:08:49:350","117.016545","25.046192","23.150000"
"2020-12-07",闽F02103D,"2020-12-07 14:08:51:446","117.016612","25.046345","25.000000"
"2020-12-07",闽F02103D,"2020-12-07 14:08:53:322","117.016660","25.046520","24.860001"
"2020-12-07",闽F02103D,"2020-12-07 14:08:55:414","117.016723","25.046690","28.740000"
"2020-12-07",闽F02103D,"2020-12-07 14:08:57:307","117.016805","25.046848","28.910000"
"2020-12-07",闽F02103D,"2020-12-07 14:08:59:383","117.016892","25.047010","30.940001"
"2020-12-07",闽F02103D,"2020-12-07 14:09:01:252","117.016985","25.047157","31.690001"
"2020-12-07",闽F02103D,"2020-12-07 14:09:03:544","117.017068","25.047295","31.230000"
"2020-12-07",闽F02103D,"2020-12-07 14:09:05:418","117.017167","25.047445","31.219999"
"2020-12-07",闽F02103D,"2020-12-07 14:09:07:537","117.017255","25.047585","32.919998"
"2020-12-07",闽F02103D,"2020-12-07 14:09:09:439","117.017353","25.047707","33.830002"
"2020-12-07",闽F02103D,"2020-12-07 14:09:11:339","117.017448","25.047823","33.270000"
"2020-12-07",闽F02103D,"2020-12-07 14:09:14:473","117.017555","25.047977","34.279999"
"2020-12-07",闽F02103D,"2020-12-07 14:09:18:447","117.017632","25.048085","44.759998"
"2020-12-07",闽F02103D,"2020-12-07 14:09:19:493","117.017632","25.048085","58.990002"
"2020-12-07",闽F02103D,"2020-12-07 14:09:20:341","117.017632","25.048085","69.699997"
"2020-12-07",闽F02103D,"2020-12-07 14:10:11:512","117.017632","25.048085","35.770000"
"2020-12-07",闽F02103D,"2020-12-07 14:10:13:618","117.017735","25.048235","35.439999"
"2020-12-07",闽F02103D,"2020-12-07 14:10:17:431","117.017817","25.048357","38.590000"
"2020-12-07",闽F02103D,"2020-12-07 14:10:19:967","117.017922","25.048465","41.980000"
"2020-12-07",闽F02103D,"2020-12-07 14:10:23:089","117.018042","25.048592","41.450001"
"2020-12-07",闽F02103D,"2020-12-07 14:10:26:006","117.018218","25.048683","46.639999"
"2020-12-07",闽F02103D,"2020-12-07 14:10:29:121","117.018345","25.048815","42.750000"
"2020-12-07",闽F02103D,"2020-12-07 14:10:32:454","117.018475","25.048948","37.169998"
"2020-12-07",闽F02103D,"2020-12-07 14:10:34:569","117.018575","25.049062","34.599998"
"2020-12-07",闽F02103D,"2020-12-07 14:10:36:676","117.018690","25.049183","41.639999"
"2020-12-07",闽F02103D,"2020-12-07 14:10:38:566","117.018823","25.049297","46.169998"
"2020-12-07",闽F02103D,"2020-12-07 14:10:40:452","117.018952","25.049403","49.660000"
"2020-12-07",闽F02103D,"2020-12-07 14:10:42:134","117.019088","25.049505","53.230000"
"2020-12-07",闽F02103D,"2020-12-07 14:10:44:460","117.019223","25.049602","51.950001"
"2020-12-07",闽F02103D,"2020-12-07 14:10:46:127","117.019370","25.049703","51.139999"
"2020-12-07",闽F02103D,"2020-12-07 14:10:48:488","117.019515","25.049808","51.580002"
"2020-12-07",闽F02103D,"2020-12-07 14:10:50:149","117.019657","25.049913","50.119999"
"2020-12-07",闽F02103D,"2020-12-07 14:10:52:040","117.019823","25.050025","50.110001"
"2020-12-07",闽F02103D,"2020-12-07 14:10:54:152","117.019985","25.050138","50.320000"
"2020-12-07",闽F02103D,"2020-12-07 14:10:56:022","117.020130","25.050248","51.029999"
"2020-12-07",闽F02103D,"2020-12-07 14:10:58:114","117.020275","25.050358","49.740002"
"2020-12-07",闽F02103D,"2020-12-07 14:11:00:190","117.020418","25.050478","46.660000"
"2020-12-07",闽F02103D,"2020-12-07 14:11:02:474","117.020535","25.050603","45.919998"
"2020-12-07",闽F02103D,"2020-12-07 14:11:03:943","117.020648","25.050723","42.119999"
"2020-12-07",闽F02103D,"2020-12-07 14:11:06:074","117.020758","25.050853","38.200001"
"2020-12-07",闽F02103D,"2020-12-07 14:11:08:577","117.020877","25.050997","35.200001"
"2020-12-07",闽F02103D,"2020-12-07 14:11:10:062","117.020992","25.051148","33.860001"
"2020-12-07",闽F02103D,"2020-12-07 14:11:12:141","117.021097","25.051292","32.599998"
"2020-12-07",闽F02103D,"2020-12-07 14:11:14:015","117.021182","25.051415","31.870001"
"2020-12-07",闽F02103D,"2020-12-07 14:11:16:110","117.021267","25.051533","32.490002"
"2020-12-07",闽F02103D,"2020-12-07 14:11:19:060","117.021382","25.051710","27.840000"
"2020-12-07",闽F02103D,"2020-12-07 14:11:21:141","117.021455","25.051848","25.120001"
"2020-12-07",闽F02103D,"2020-12-07 14:11:23:012","117.021510","25.052008","20.510000"
"2020-12-07",闽F02103D,"2020-12-07 14:11:25:117","117.021547","25.052150","14.170000"
"2020-12-07",闽F02103D,"2020-12-07 14:11:28:093","117.021628","25.052332","23.540001"
"2020-12-07",闽F02103D,"2020-12-07 14:11:31:045","117.021722","25.052508","22.700001"
"2020-12-07",闽F02103D,"2020-12-07 14:11:34:152","117.021788","25.052693","26.139999"
"2020-12-07",闽F02103D,"2020-12-07 14:11:36:044","117.021845","25.052832","23.160000"
"2020-12-07",闽F02103D,"2020-12-07 14:11:38:156","117.021898","25.052977","21.830000"
"2020-12-07",闽F02103D,"2020-12-07 14:11:40:023","117.021967","25.053122","23.400000"
